left_dataset/1.jpg 1 0 0 100 100
left_dataset/10.jpg 1 0 0 100 100
left_dataset/11.jpg 1 0 0 100 100
left_dataset/12.jpg 1 0 0 100 100
left_dataset/13.jpg 1 0 0 100 100
left_dataset/14.jpg 1 0 0 100 100
left_dataset/15.jpg 1 0 0 100 100
left_dataset/16.jpg 1 0 0 100 100
left_dataset/17.jpg 1 0 0 100 100
left_dataset/18.jpg 1 0 0 100 100
left_dataset/19.jpg 1 0 0 100 100
left_dataset/2.jpg 1 0 0 100 100
left_dataset/20.jpg 1 0 0 100 100
left_dataset/21.jpg 1 0 0 100 100
left_dataset/22.jpg 1 0 0 100 100
left_dataset/23.jpg 1 0 0 100 100
left_dataset/24.jpg 1 0 0 100 100
left_dataset/25.jpg 1 0 0 100 100
left_dataset/26.jpg 1 0 0 100 100
left_dataset/27.jpg 1 0 0 100 100
left_dataset/28.jpg 1 0 0 100 100
left_dataset/29.jpg 1 0 0 100 100
left_dataset/3.jpg 1 0 0 100 100
left_dataset/30.jpg 1 0 0 100 100
left_dataset/31.jpg 1 0 0 100 100
left_dataset/32.jpg 1 0 0 100 100
left_dataset/33.jpg 1 0 0 100 100
left_dataset/34.jpg 1 0 0 100 100
left_dataset/35.jpg 1 0 0 100 100
left_dataset/36.jpg 1 0 0 100 100
left_dataset/37.jpg 1 0 0 100 100
left_dataset/4.jpg 1 0 0 100 100
left_dataset/5.jpg 1 0 0 100 100
left_dataset/6.jpg 1 0 0 100 100
left_dataset/7.jpg 1 0 0 100 100
left_dataset/8.jpg 1 0 0 100 100
left_dataset/9.jpg 1 0 0 100 100
